Date,USD,GBP,EUR
2000-02-06,293.65,184.767,299.551
2000-01-30,286.75,176.527,291.235
2000-01-23,287.75,174.341,285.693
2000-01-16,283.3,172.439,277.881
2000-01-09,282.1,172.065,274.017
2000-01-02,290.25,179.61,289.094
1999-12-26,287.3,177.807,282.887
1999-12-19,284.15,176.162,280.227
1999-12-12,280.65,172.825,276.611
1999-12-05,282.75,176.608,282.468
1999-11-28,296.85,185.103,294.056
1999-11-21,293.75,181.664,285.277
1999-11-14,291.25,180.408,282.219
1999-11-07,289.7,178.662,278.424
1999-10-31,299.1,182.601,285.401
1999-10-24,302.4,181.186,282.09
1999-10-17,315.75,189.242,290.265
1999-10-10,323.25,195.435,302.952
1999-10-03,307.5,186.194,287.168
1999-09-26,270.0,164.434,258.003
1999-09-19,255.1,157.518,245.406
1999-09-12,256.0,157.733,244.508
1999-09-05,254.4,158.554,239.887
1999-08-29,253.8,159.824,242.291
1999-08-22,258.25,159.611,242.261
1999-08-15,260.45,162.092,246.009
1999-08-08,255.75,158.31,237.796
1999-08-01,255.6,157.826,239.147
1999-07-25,255.3,161.633,243.143
1999-07-18,255.65,163.146,249.976
1999-07-11,257.3,165.786,251.884
1999-07-04,263.1,166.942,257.21
1999-06-27,260.7,164.22,249.904
1999-06-20,258.95,162.402,248.751
1999-06-13,259.7,161.395,247.64
1999-06-06,265.3,165.162,257.673
1999-05-30,268.6,167.718,256.665
1999-05-23,273.3,170.525,258.831
1999-05-16,276.0,170.087,257.703
1999-05-09,282.4,172.827,261.24
1999-05-02,286.6,177.847,270.633
1999-04-25,283.3,174.985,265.61
1999-04-18,284.2,176.27,265.98
1999-04-11,280.6,174.665,259.94
1999-04-04,280.55,175.016,260.057
1999-03-28,279.8,172.556,260.279
1999-03-21,283.7,174.231,259.68
1999-03-14,292.5,179.525,267.735
1999-03-07,287.9,179.042,266.18
1999-02-28,287.05,179.518,261.263
1999-02-21,286.35,175.567,257.347
1999-02-14,289.15,177.829,256.977
1999-02-07,289.4,176.517,256.45
1999-01-31,285.4,173.707,250.901
1999-01-24,287.0,173.466,247.841
1999-01-17,285.95,172.832,245.978
1999-01-10,290.9,177.324,250.992
1999-01-03,287.8,172.181,
1998-12-27,285.8,170.434,
1998-12-20,291.6,173.283,
1998-12-13,290.8,172.889,
1998-12-06,292.3,175.724,
1998-11-29,296.15,178.813,
1998-11-22,295.6,178.654,
1998-11-15,297.1,178.55,
1998-11-08,293.3,176.41,
1998-11-01,292.3,174.247,
1998-10-25,292.25,172.47,
1998-10-18,297.95,175.213,
1998-10-11,298.7,174.576,
1998-10-04,300.8,176.236,
1998-09-27,298.1,175.013,
1998-09-20,290.1,172.422,
1998-09-13,293.35,174.188,
1998-09-06,285.0,170.353,
1998-08-30,273.4,165.316,
1998-08-23,283.5,173.575,
1998-08-16,284.4,175.102,
1998-08-09,285.7,174.772,
1998-08-02,288.85,176.88,
1998-07-26,294.6,177.74,
1998-07-19,293.8,179.05,
1998-07-12,290.6,178.01,
1998-07-05,294.6,178.73,
1998-06-28,293.65,176.03,
1998-06-21,297.75,177.9,
1998-06-14,288.15,176.56,
1998-06-07,290.7,177.74,
1998-05-31,293.6,180.07,
1998-05-24,299.8,183.58,
1998-05-17,300.9,184.64,
1998-05-10,300.4,183.53,
1998-05-03,306.9,184.44,
1998-04-26,313.15,187.93,
1998-04-19,308.45,182.81,
1998-04-12,307.65,183.49,
1998-04-05,306.0,183.73,
1998-03-29,301.95,179.37,
1998-03-22,292.4,175.83,
1998-03-15,294.55,177.07,
1998-03-08,294.9,180.09,
1998-03-01,297.4,180.52,
1998-02-22,296.7,181.17,
1998-02-15,299.15,182.77,
1998-02-08,299.1,180.94,
1998-02-01,304.85,185.81,
1998-01-25,291.0,175.67,
1998-01-18,290.0,177.1,
1998-01-11,278.7,172.34,
1998-01-04,288.0,175.27,
1997-12-28,292.5,175.15,
1997-12-21,288.9,173.22,
1997-12-14,283.0,171.18,
1997-12-07,287.4,173.89,
1997-11-30,296.8,176.53,
1997-11-23,303.9,179.73,
1997-11-16,301.75,178.08,
1997-11-09,308.7,182.34,
1997-11-02,311.4,186.08,
1997-10-26,316.65,193.69,
1997-10-19,324.3,200.45,
1997-10-12,328.9,202.77,
1997-10-05,331.7,206.35,
1997-09-28,326.65,203.18,
1997-09-21,322.05,199.98,
1997-09-14,323.35,201.97,
1997-09-07,321.25,202.84,
1997-08-31,325.35,200.71,
1997-08-24,324.0,201.93,
1997-08-17,324.65,201.82,
1997-08-10,323.7,205.52,
1997-08-03,324.1,198.19,
1997-07-27,324.1,194.77,
1997-07-20,324.2,193.7,
1997-07-13,319.5,188.52,
1997-07-06,324.45,192.27,
1997-06-29,336.55,202.01,
1997-06-22,338.2,204.5,
1997-06-15,341.4,208.45,
1997-06-08,344.0,211.86,
1997-06-01,345.6,210.67,
1997-05-25,342.55,210.35,
1997-05-18,344.5,210.77,
1997-05-11,345.85,213.83,
1997-05-04,339.65,210.49,
1997-04-27,342.25,210.59,
1997-04-20,342.1,209.54,
1997-04-13,347.95,213.99,
1997-04-06,347.4,211.98,
1997-03-30,348.15,214.05,
1997-03-23,352.8,219.84,
1997-03-16,352.8,220.97,
1997-03-09,350.3,218.05,
1997-03-02,358.6,220.27,
1997-02-23,353.3,218.4,
1997-02-16,342.4,210.81,
1997-02-09,339.75,208.81,
1997-02-02,345.5,216.07,
1997-01-26,352.5,216.38,
1997-01-19,355.75,213.28,
1997-01-12,358.25,213.18,
1997-01-05,364.0,215.04,
1996-12-29,369.4,218.58,
1996-12-22,369.0,221.68,
1996-12-15,369.0,222.01,
1996-12-08,370.25,224.73,
1996-12-01,371.3,220.78,
1996-11-24,377.0,224.22,
1996-11-17,379.25,227.87,
1996-11-10,378.15,229.81,
1996-11-03,377.6,230.74,
1996-10-27,382.55,239.05,
1996-10-20,380.0,238.56,
1996-10-13,380.75,241.72,
1996-10-06,380.7,243.23,
1996-09-29,380.7,243.41,
1996-09-22,381.75,245.47,
1996-09-15,382.8,246.16,
1996-09-08,385.4,246.4,
1996-09-01,386.45,247.65,
1996-08-25,387.5,249.24,
1996-08-18,386.2,249.18,
1996-08-11,387.5,249.92,
1996-08-04,386.35,250.23,
1996-07-28,385.2,247.85,
1996-07-21,384.5,248.69,
1996-07-14,383.6,246.82,
1996-07-07,381.5,244.96,
1996-06-30,382.0,246.34,
1996-06-23,383.2,248.75,
1996-06-16,384.1,249.89,
1996-06-09,386.6,250.31,
1996-06-02,390.55,252.96,
1996-05-26,390.85,258.45,
1996-05-19,391.95,258.66,
1996-05-12,393.2,257.95,
1996-05-05,394.0,261.57,
1996-04-28,391.9,259.67,
1996-04-21,390.9,257.56,
1996-04-14,394.75,260.94,
1996-04-07,393.75,257.86,
1996-03-31,396.35,259.39,
1996-03-24,397.7,259.12,
1996-03-17,395.7,258.68,
1996-03-10,396.8,259.77,
1996-03-03,398.35,260.7,
1996-02-25,398.25,258.82,
1996-02-18,404.85,261.62,
1996-02-11,408.0,266.27,
1996-02-04,414.5,273.06,
1996-01-28,406.5,271.27,
1996-01-21,399.1,264.31,
1996-01-14,399.6,258.42,
1996-01-07,395.9,254.86,
1995-12-31,387.0,248.64,
1995-12-24,388.05,252.11,
1995-12-17,386.2,250.84,
1995-12-10,388.8,255.05,
1995-12-03,386.2,252.14,
1995-11-26,383.45,245.49,
1995-11-19,386.35,248.54,
1995-11-12,389.4,246.99,
1995-11-05,382.55,242.3,
1995-10-29,382.6,241.95,
1995-10-22,381.75,242.34,
1995-10-15,383.8,244.26,
1995-10-08,383.05,241.98,
1995-10-01,384.0,242.9,
1995-09-24,383.5,242.89,
1995-09-17,385.0,248.87,
1995-09-10,382.4,247.03,
1995-09-03,381.5,245.58,
1995-08-27,383.1,248.23,
1995-08-20,384.5,248.71,
1995-08-13,383.55,242.42,
1995-08-06,384.0,238.81,
1995-07-30,383.0,239.03,
1995-07-23,385.95,242.02,
1995-07-16,388.4,243.89,
1995-07-09,385.75,242.39,
1995-07-02,387.05,243.32,
1995-06-25,389.2,243.33,
1995-06-18,391.3,243.23,
1995-06-11,386.4,242.18,
1995-06-04,384.15,241.22,
1995-05-28,385.5,239.78,
1995-05-21,383.0,243.07,
1995-05-14,384.6,245.44,
1995-05-07,391.0,243.84,
1995-04-30,389.75,242.16,
1995-04-23,390.35,243.1,
1995-04-16,389.2,242.76,
1995-04-09,393.1,244.65,
1995-04-02,392.0,242.57,
1995-03-26,382.1,239.41,
1995-03-19,382.65,241.73,
1995-03-12,381.4,240.36,
1995-03-05,377.25,232.73,
1995-02-26,377.75,238.48,
1995-02-19,378.25,239.46,
1995-02-12,376.4,241.25,
1995-02-05,375.65,240.03,
1995-01-29,378.4,238.02,
1995-01-22,383.85,241.77,
1995-01-15,378.6,241.42,
1995-01-08,375.2,240.68,
1995-01-01,383.25,245.53,
1994-12-25,381.55,246.53,
1994-12-18,380.35,243.27,
1994-12-11,376.5,241.58,
1994-12-04,379.0,242.98,
1994-11-27,384.85,246.02,
1994-11-20,384.0,244.62,
1994-11-13,385.3,240.84,
1994-11-06,383.8,238.58,
1994-10-30,387.7,238.57,
1994-10-23,390.95,239.77,
1994-10-16,387.45,243.18,
1994-10-09,392.0,246.31,
1994-10-02,394.85,249.87,
1994-09-25,395.7,250.73,
1994-09-18,390.0,247.07,
1994-09-11,390.75,251.85,
1994-09-04,386.7,250.32,
1994-08-28,383.3,248.36,
1994-08-21,381.8,246.67,
1994-08-14,378.2,244.79,
1994-08-07,378.3,245.38,
1994-07-31,384.0,249.63,
1994-07-24,384.0,251.97,
1994-07-17,384.9,246.7,
1994-07-10,383.15,248.94,
1994-07-03,384.6,249.85,
1994-06-26,389.9,253.26,
1994-06-19,387.85,255.37,
1994-06-12,383.05,253.84,
1994-06-05,382.95,254.03,
1994-05-29,385.4,255.79,
1994-05-22,383.15,253.34,
1994-05-15,381.65,254.48,
1994-05-08,373.4,250.1,
1994-05-01,376.45,247.5,
1994-04-24,369.65,248.2,
1994-04-17,377.0,255.63,
1994-04-10,385.45,261.32,
1994-04-03,389.2,262.35,
1994-03-27,391.3,260.87,
1994-03-20,386.55,259.69,
1994-03-13,386.65,257.51,
1994-03-06,375.95,251.69,
1994-02-27,378.95,254.59,
1994-02-20,379.95,257.11,
1994-02-13,381.85,261.01,
1994-02-06,388.5,259.83,
1994-01-30,378.25,251.36,
1994-01-23,386.0,257.8,
1994-01-16,390.1,261.69,
1994-01-09,390.5,262.35,
1994-01-02,391.75,265.23,
1993-12-26,384.95,256.34,
1993-12-19,386.5,259.34,
1993-12-12,382.3,255.5,
1993-12-05,376.75,253.74,
1993-11-28,376.85,254.46,
1993-11-21,377.5,256.35,
1993-11-14,376.75,254.3,
1993-11-07,377.75,255.89,
1993-10-31,369.6,248.25,
1993-10-24,367.9,248.58,
1993-10-17,364.6,241.14,
1993-10-10,358.5,233.78,
1993-10-03,354.0,237.03,
1993-09-26,357.6,238.72,
1993-09-19,351.85,229.37,
1993-09-12,351.5,226.77,
1993-09-05,362.8,240.03,
1993-08-29,369.25,245.68,
1993-08-22,373.25,247.18,
1993-08-15,367.6,251.01,
1993-08-08,379.4,253.98,
1993-08-01,401.75,271.27,
1993-07-25,391.3,260.75,
1993-07-18,392.0,265.01,
1993-07-11,393.1,265.7,
1993-07-04,388.1,256.63,
1993-06-27,376.1,253.95,
1993-06-20,370.9,247.27,
1993-06-13,370.35,242.3,
1993-06-06,377.6,247.61,
1993-05-30,377.45,241.65,
1993-05-23,373.25,240.57,
1993-05-16,368.2,239.84,
1993-05-09,357.5,225.92,
1993-05-02,354.3,225.02,
1993-04-25,344.9,218.98,
1993-04-18,337.85,221.32,
1993-04-11,337.5,220.92,
1993-04-04,340.1,222.1,
1993-03-28,332.7,223.18,
1993-03-21,331.65,222.36,
1993-03-14,327.0,228.19,
1993-03-07,329.75,227.13,
1993-02-28,327.6,230.3,
1993-02-21,330.8,227.48,
1993-02-14,329.2,231.31,
1993-02-07,327.75,225.88,
1993-01-31,330.45,221.48,
1993-01-24,328.75,216.84,
1993-01-17,327.7,213.11,
1993-01-10,329.1,214.43,
1993-01-03,332.9,219.74,
1992-12-27,333.0,217.22,
1992-12-20,337.0,215.2,
1992-12-13,335.1,215.36,
1992-12-06,335.6,215.06,
1992-11-29,334.05,221.15,
1992-11-22,336.1,219.96,
1992-11-15,334.4,216.44,
1992-11-08,337.1,218.33,
1992-11-01,339.25,216.64,
1992-10-25,342.5,211.75,
1992-10-18,341.75,204.4,
1992-10-11,350.1,205.34,
1992-10-04,348.0,203.39,
1992-09-27,349.7,205.16,
1992-09-20,347.2,199.14,
1992-09-13,340.0,175.42,
1992-09-06,342.05,171.28,
1992-08-30,340.0,171.44,
1992-08-23,336.9,174.65,
1992-08-16,335.7,174.8,
1992-08-09,349.9,181.77,
1992-08-02,357.85,186.58,
1992-07-26,357.6,187.81,
1992-07-19,356.7,182.88,
1992-07-12,348.7,182.57,
1992-07-05,345.7,181.38,
1992-06-28,343.5,181.65,
1992-06-21,343.55,184.8,
1992-06-14,339.6,183.05,
1992-06-07,338.8,184.68,
1992-05-31,337.5,184.6,
1992-05-24,337.7,186.16,
1992-05-17,339.0,186.16,
1992-05-10,336.9,188.16,
1992-05-03,337.5,189.5,
1992-04-26,336.55,189.71,
1992-04-19,336.7,192.84,
1992-04-12,341.9,192.8,
1992-04-05,340.6,195.69,
1992-03-29,340.5,196.54,
1992-03-22,338.8,198.57,
1992-03-15,347.25,203.17,
1992-03-08,349.4,203.85,
1992-03-01,353.1,200.43,
1992-02-23,351.6,201.38,
1992-02-16,354.1,200.23,
1992-02-09,356.2,194.06,
1992-02-02,354.1,198.15,
1992-01-26,353.25,198.34,
1992-01-19,355.9,201.02,
1992-01-12,357.9,197.79,
1992-01-05,353.0,190.28,
1991-12-29,353.3,188.08,
1991-12-22,358.3,192.95,
1991-12-15,359.05,197.5,
1991-12-08,367.75,202.95,
1991-12-01,366.3,207.89,
1991-11-24,367.95,204.6,
1991-11-17,355.5,200.96,
1991-11-10,352.9,200.06,
1991-11-03,357.75,204.6,
1991-10-27,362.0,211.6,
1991-10-20,359.6,208.95,
1991-10-13,357.75,208.72,
1991-10-06,356.3,204.48,
1991-09-29,348.45,201.44,
1991-09-22,348.6,201.8,
1991-09-15,344.25,198.67,
1991-09-08,348.05,205.58,
1991-09-01,347.4,207.16,
1991-08-25,353.7,211.04,
1991-08-18,357.75,215.16,
1991-08-11,358.2,210.77,
1991-08-04,357.8,211.57,
1991-07-28,364.1,214.94,
1991-07-21,370.0,219.98,
1991-07-14,367.85,224.09,
1991-07-07,369.9,229.4,
1991-06-30,368.35,226.68,
1991-06-23,366.25,224.58,
1991-06-16,367.75,224.1,
1991-06-09,367.0,219.04,
1991-06-02,360.4,210.51,
1991-05-26,355.8,205.34,
1991-05-19,355.1,204.2,
1991-05-12,356.7,206.72,
1991-05-05,355.5,208.75,
1991-04-28,353.25,209.52,
1991-04-21,356.15,205.12,
1991-04-14,361.95,202.55,
1991-04-07,358.5,199.28,
1991-03-31,355.65,204.93,
1991-03-24,362.75,202.88,
1991-03-17,366.0,198.62,
1991-03-10,368.5,196.3,
1991-03-03,366.9,192.72,
1991-02-24,358.8,183.23,
1991-02-17,365.5,185.06,
1991-02-10,370.0,186.07,
1991-02-03,364.5,184.56,
1991-01-27,374.25,191.14,
1991-01-20,378.25,196.04,
1991-01-13,390.6,205.13,
1991-01-06,387.4,199.85,
1990-12-30,386.2,201.41,
1990-12-23,383.75,203.85,
1990-12-16,373.2,192.22,
1990-12-09,370.8,190.5,
1990-12-02,384.85,198.02,
1990-11-25,383.6,194.96,
1990-11-18,376.3,191.31,
1990-11-11,385.7,196.16,
1990-11-04,377.5,193.57,
1990-10-28,373.7,191.1,
1990-10-21,372.0,190.23,
1990-10-14,388.25,196.41,
1990-10-07,395.6,206.2,
1990-09-30,408.4,218.1,
1990-09-23,389.3,210.04,
1990-09-16,386.2,204.34,
1990-09-09,384.6,203.44,
1990-09-02,387.75,204.94,
1990-08-26,410.3,209.98,
1990-08-19,410.6,214.53,
1990-08-12,389.35,208.45,
1990-08-05,379.0,203.98,
1990-07-29,366.75,200.01,
1990-07-22,361.0,199.0,
1990-07-15,363.6,201.94,
1990-07-08,361.15,202.21,
1990-07-01,352.2,201.66,
1990-06-24,348.4,201.56,
1990-06-17,346.9,203.46,
1990-06-10,353.5,210.04,
1990-06-03,363.45,215.25,
1990-05-27,366.5,216.8,
1990-05-20,369.9,218.68,
1990-05-13,368.55,219.18,
1990-05-06,371.3,223.81,
1990-04-29,371.6,227.38,
1990-04-22,376.0,228.96,
1990-04-15,375.5,228.46,
1990-04-08,377.7,230.59,
1990-04-01,368.5,224.33,
1990-03-25,393.5,245.36,
1990-03-18,400.65,246.71,
1990-03-11,399.3,246.18,
1990-03-04,405.05,244.15,
1990-02-25,415.85,243.52,
1990-02-18,416.5,246.09,
1990-02-11,415.5,245.97,
1990-02-04,417.95,248.63,
1990-01-28,418.0,251.43,
1990-01-21,408.65,248.72,
1990-01-14,416.25,249.48,
1990-01-07,405.0,247.4,
1989-12-31,398.6,247.81,
1989-12-24,413.0,256.16,
1989-12-17,412.75,256.69,
1989-12-10,409.35,258.76,
1989-12-03,413.85,264.41,
1989-11-26,415.8,265.81,
1989-11-19,392.0,249.92,
1989-11-12,385.35,243.89,
1989-11-05,380.5,242.36,
1989-10-29,372.6,236.05,
1989-10-22,365.65,230.07,
1989-10-15,363.2,232.82,
1989-10-08,363.0,225.65,
1989-10-01,366.5,226.1,
1989-09-24,364.9,231.87,
1989-09-17,355.75,230.93,
1989-09-10,359.6,232.2,
1989-09-03,359.4,229.39,
1989-08-27,360.45,229.37,
1989-08-20,366.25,234.13,
1989-08-13,361.9,227.07,
1989-08-06,370.5,228.85,
1989-07-30,369.7,223.93,
1989-07-23,372.4,228.54,
1989-07-16,370.8,229.31,
1989-07-09,383.55,236.03,
1989-07-02,373.0,240.26,
1989-06-25,370.0,236.65,
1989-06-18,365.35,236.93,
1989-06-11,368.25,237.35,
1989-06-04,361.5,228.05,
1989-05-28,365.8,227.84,
1989-05-21,365.5,225.76,
1989-05-14,377.3,225.19,
1989-05-07,375.7,223.37,
1989-04-30,377.55,224.09,
1989-04-23,384.0,223.69,
1989-04-16,386.2,227.38,
1989-04-09,382.25,224.66,
1989-04-02,383.2,227.01,
1989-03-26,394.9,228.8,
1989-03-19,394.3,229.78,
1989-03-12,393.5,229.25,
1989-03-05,386.4,224.1,
1989-02-26,388.4,221.37,
1989-02-19,380.4,214.17,
1989-02-12,389.6,221.36,
1989-02-05,390.0,223.82,
1989-01-29,399.75,226.04,
1989-01-22,405.5,229.42,
1989-01-15,405.55,228.07,
1989-01-08,406.35,228.42,
1989-01-01,410.25,229.0,
1988-12-25,417.25,231.93,
1988-12-18,411.75,226.11,
1988-12-11,419.75,227.14,
1988-12-04,424.25,227.85,
1988-11-27,424.1,229.99,
1988-11-20,417.75,230.23,
1988-11-13,420.3,231.72,
1988-11-06,421.0,237.85,
1988-10-30,411.5,232.62,
1988-10-23,410.25,233.16,
1988-10-16,407.6,232.58,
1988-10-09,403.9,237.73,
1988-10-02,396.7,235.25,
1988-09-25,400.35,239.73,
1988-09-18,415.15,247.85,
1988-09-11,429.4,252.78,
1988-09-04,428.75,256.74,
1988-08-28,433.15,256.38,
1988-08-21,432.6,254.55,
1988-08-14,433.25,252.92,
1988-08-07,432.85,254.92,
1988-07-31,436.8,255.07,
1988-07-24,442.2,254.72,
1988-07-17,439.1,264.12,
1988-07-10,439.4,257.79,
1988-07-03,436.85,256.64,
1988-06-26,443.25,254.38,
1988-06-19,450.25,252.31,
1988-06-12,457.6,251.75,
1988-06-05,464.7,258.45,
1988-05-29,452.0,243.27,
1988-05-22,454.9,244.01,
1988-05-15,449.5,237.58,
1988-05-08,442.8,237.68,
1988-05-01,449.0,238.45,
1988-04-24,448.6,237.67,
1988-04-17,456.3,241.71,
1988-04-10,449.4,240.17,
1988-04-03,456.95,242.44,
1988-03-27,451.8,246.15,
1988-03-20,442.85,242.79,
1988-03-13,441.8,238.49,
1988-03-06,431.8,243.85,
1988-02-28,430.45,243.06,
1988-02-21,442.9,253.01,
1988-02-14,443.6,254.87,
1988-02-07,441.7,251.18,
1988-01-31,458.0,258.51,
1988-01-24,476.2,266.9,
1988-01-17,480.3,270.29,
1988-01-10,483.9,267.9,
1988-01-03,484.1,260.66,
1987-12-27,481.5,264.37,
1987-12-20,481.0,262.87,
1987-12-13,493.5,268.94,
1987-12-06,486.25,269.24,
1987-11-29,478.4,264.68,
1987-11-22,465.7,259.15,
1987-11-15,464.95,263.43,
1987-11-08,460.0,257.06,
1987-11-01,468.8,271.93,
1987-10-25,470.5,283.98,
1987-10-18,465.25,279.6,
1987-10-11,462.05,279.69,
1987-10-04,454.35,279.77,
1987-09-27,461.8,281.43,
1987-09-20,461.7,278.89,
1987-09-13,459.85,277.35,
1987-09-06,464.75,280.78,
1987-08-30,453.4,278.25,
1987-08-23,455.5,279.93,
1987-08-16,460.0,288.76,
1987-08-09,464.1,296.08,
1987-08-02,462.5,289.88,
1987-07-26,453.3,281.99,
1987-07-19,450.6,279.27,
1987-07-12,444.75,275.61,
1987-07-05,444.1,275.75,
1987-06-28,444.1,275.07,
1987-06-21,449.0,277.33,
1987-06-14,455.45,275.28,
1987-06-07,453.5,277.88,
1987-05-31,451.0,277.28,
1987-05-24,466.5,279.34,
1987-05-17,469.9,279.2,
1987-05-10,453.0,270.77,
1987-05-03,456.75,273.18,
1987-04-26,462.2,279.78,
1987-04-19,437.75,268.89,
1987-04-12,431.6,265.44,
1987-04-05,418.7,259.21,
1987-03-29,416.35,259.46,
1987-03-22,404.45,252.86,
1987-03-15,408.5,258.79,
1987-03-08,406.3,255.62,
1987-03-01,405.85,262.35,
1987-02-22,399.75,261.19,
1987-02-15,397.35,261.5,
1987-02-08,402.6,267.01,
1987-02-01,400.5,264.88,
1987-01-25,400.0,262.42,
1987-01-18,415.7,274.48,
1987-01-11,402.0,272.58,
1987-01-04,403.5,270.15,
1986-12-28,389.2,268.51,
1986-12-21,394.8,275.51,
1986-12-14,391.5,273.83,
1986-12-07,388.5,272.06,
1986-11-30,389.5,271.15,
1986-11-23,388.2,274.44,
1986-11-16,408.25,285.69,
1986-11-09,408.2,286.12,
1986-11-02,401.0,285.17,
1986-10-26,410.5,290.31,
1986-10-19,419.25,292.98,
1986-10-12,430.75,301.22,
1986-10-05,436.0,302.78,
1986-09-28,433.0,301.64,
1986-09-21,430.0,291.53,
1986-09-14,419.5,283.64,
1986-09-07,420.8,280.85,
1986-08-31,384.7,258.45,
1986-08-24,386.25,257.98,
1986-08-17,385.1,257.2,
1986-08-10,368.8,249.98,
1986-08-03,361.0,242.12,
1986-07-27,349.4,234.97,
1986-07-20,347.9,232.63,
1986-07-13,348.1,230.61,
1986-07-06,343.8,222.74,
1986-06-29,344.5,225.68,
1986-06-22,339.65,226.21,
1986-06-15,346.2,227.09,
1986-06-08,341.65,226.59,
1986-06-01,343.2,232.6,
1986-05-25,341.1,229.42,
1986-05-18,343.0,224.92,
1986-05-11,345.35,224.14,
1986-05-04,341.6,224.66,
1986-04-27,344.45,225.4,
1986-04-20,342.75,226.46,
1986-04-13,341.95,231.2,
1986-04-06,334.5,229.98,
1986-03-30,344.0,232.2,
1986-03-23,352.9,234.77,
1986-03-16,348.0,236.74,
1986-03-09,343.35,234.77,
1986-03-02,338.15,231.14,
1986-02-23,338.0,233.75,
1986-02-16,331.35,233.46,
1986-02-09,337.2,240.69,
1986-02-02,350.5,248.05,
1986-01-26,354.0,254.13,
1986-01-19,352.6,244.95,
1986-01-12,340.45,233.35,
1986-01-05,326.75,226.28,
1985-12-29,326.85,227.93,
1985-12-22,325.55,228.54,
1985-12-15,317.75,220.48,
1985-12-08,322.3,218.43,
1985-12-01,325.3,218.25,
1985-11-24,326.5,225.72,
1985-11-17,325.4,228.11,
1985-11-10,321.95,227.32,
1985-11-03,323.5,225.28,
1985-10-27,325.4,228.35,
1985-10-20,326.25,228.35,
1985-10-13,325.6,230.79,
1985-10-06,328.0,230.01,
1985-09-29,328.6,233.05,
1985-09-22,319.15,233.64,
1985-09-15,321.3,238.89,
1985-09-08,317.4,239.01,
1985-09-01,333.25,238.29,
1985-08-25,334.85,238.07,
1985-08-18,335.35,239.11,
1985-08-11,321.65,237.87,
1985-08-04,320.5,233.6,
1985-07-28,316.95,225.67,
1985-07-21,318.9,227.54,
1985-07-14,315.65,226.81,
1985-07-07,311.6,234.73,
1985-06-30,317.75,242.45,
1985-06-23,313.45,244.79,
1985-06-16,318.25,248.87,
1985-06-09,314.3,247.48,
1985-06-02,314.0,246.08,
1985-05-26,314.7,249.66,
1985-05-19,322.5,255.14,
1985-05-12,314.5,254.14,
1985-05-05,312.75,257.41,
1985-04-28,323.5,264.95,
1985-04-21,327.0,252.51,
1985-04-14,329.9,263.67,
1985-04-07,316.75,263.08,
1985-03-31,329.25,265.52,
1985-03-24,315.5,268.511,
1985-03-17,292.7,269.199,
1985-03-10,291.0,271.963,
1985-03-03,287.25,268.082,
1985-02-24,298.4,277.375,
1985-02-17,304.0,275.238,
1985-02-10,299.8,268.59,
1985-02-03,303.6,269.101,
1985-01-27,298.85,267.069,
1985-01-20,308.0,274.265,
1985-01-13,304.25,269.01,
1985-01-06,303.15,262.422,
1984-12-30,309.2,264.726,
1984-12-23,311.0,265.585,
1984-12-16,322.5,270.554,
1984-12-09,327.0,271.82,
1984-12-02,329.0,273.369,
1984-11-25,341.5,279.574,
1984-11-18,345.0,273.159,
1984-11-11,346.8,274.259,
1984-11-04,343.1,273.386,
1984-10-28,337.6,276.381,
1984-10-21,339.5,283.507,
1984-10-14,338.9,275.91,
1984-10-07,343.8,276.367,
1984-09-30,343.75,277.397,
1984-09-23,343.5,277.688,
1984-09-16,341.45,268.816,
1984-09-09,339.75,265.533,
1984-09-02,348.25,265.637,
1984-08-26,350.0,267.114,
1984-08-19,352.0,266.062,
1984-08-12,346.75,264.13,
1984-08-05,349.25,263.287,
1984-07-29,335.25,254.982,
1984-07-22,342.0,258.269,
1984-07-15,345.0,261.067,
1984-07-08,353.25,267.249,
1984-07-01,373.05,274.807,
1984-06-24,374.25,274.316,
1984-06-17,368.0,266.86,
1984-06-10,386.0,276.941,
1984-06-03,393.75,281.652,
1984-05-27,384.2,277.301,
1984-05-20,375.6,270.313,
1984-05-13,372.5,269.011,
1984-05-06,376.7,266.69,
1984-04-29,379.25,269.545,
1984-04-22,384.9,270.713,
1984-04-15,379.25,265.488,
1984-04-08,380.25,266.039,
1984-04-01,388.5,269.324,
1984-03-25,387.9,269.712,
1984-03-18,392.75,271.274,
1984-03-11,399.9,274.092,
1984-03-04,399.0,268.959,
1984-02-26,395.75,269.768,
1984-02-19,382.15,264.372,
1984-02-12,377.65,267.117,
1984-02-05,383.1,268.936,
1984-01-29,370.0,263.308,
1984-01-22,371.25,263.822,
1984-01-15,373.25,264.472,
1984-01-08,375.25,266.513,
1984-01-01,382.4,264.18,
1983-12-25,378.9,265.373,
1983-12-18,377.25,266.269,
1983-12-11,388.75,270.623,
1983-12-04,400.75,275.146,
1983-11-27,376.1,257.426,
1983-11-20,375.25,255.099,
1983-11-13,382.0,256.807,
1983-11-06,381.0,256.307,
1983-10-30,387.75,259.018,
1983-10-23,394.25,262.396,
1983-10-16,398.75,266.402,
1983-10-09,397.4,263.965,
1983-10-02,405.0,270.577,
1983-09-25,413.0,275.058,
1983-09-18,405.5,270.694,
1983-09-11,414.75,277.388,
1983-09-04,417.5,279.264,
1983-08-28,417.0,278.0,
1983-08-21,417.75,275.107,
1983-08-14,412.45,278.363,
1983-08-07,409.75,276.261,
1983-07-31,422.0,277.176,
